PCT_STD,POPULATION
POL0339,1764
POL0340,294
POL0401,1371
POL0402,2713
POL0403,2279
POL0404,2531
POL0405,748
POL0406,768
POL0407,2078
POL0408,3503
POL0409,2023
POL0410,790
POL0411,3152
POL0412,2679
POL0413,704
POL0414,684
POL0415,2402
POL0416,2271
POL0418,1428
POL0419,4259
POL0420,258
POL0421,898
POL0501,165
POL0502,2
POL0503,129
POL0504,1461
POL0505,1153
POL0506,731
POL0507,1196
POL0508,737
POL0509,623
POL0510,403
POL0511,924
POL0512,409
POL0513,29
POL0514,692
POL0516,759
POL0517,805
POL0518,1402
POL0519,742
POL0520,416
POL0521,115
POL0522,1591
POL0523,432
POL0524,1552
POL0525,258
POL0526,1051
POL0527,1086
POL0528,606
POL0529,887
POL0530,2372
POL0531,855
POL0532,738
POL0533,1794
POL0534,876
POL0535,575
POL0536,669
POL0537,2361
POL0538,733
POL0539,818
POL0540,1088
POL0541,1
POL0542,1783
PUT0001,608
PUT0002,573
PUT0003,1132
PUT0004,135
PUT0005,193
PUT0006,141
PUT0007,939
PUT0008,1175
PUT0009,333
PUT0010,1903
PUT0011,1923
PUT0012,1364
PUT0014,115
PUT0015,73
PUT0016,539
PUT0018,791
PUT0019,96
PUT0020,1078
PUT0021,308
PUT0022,580
PUT0023,595
PUT0024,1628
PUT0025,503
PUT0026,852
PUT0027,293
PUT0028,362
PUT0030,19
PUT0032,230
PUT0033,51
PUT0034,26
PUT0035,280
PUT0036,413
PUT0037,733
PUT0038,452
PUT0039,814
SAN0001,679
SAN0002,994
SAN0003,251
SAN0004,960
SAN0005,72
SAN0006,64
SAN0007,170
SAN0008,1103
SAN0009,1375
SAN0010,582
SAN0011,708
SAN0012,1727
SAN0013,601
SAN0014,492
SAN0015,1559
SAN0016,1781
SAN0017,380
SAN0018,1653
SAN0019,693
SAN0020,1980
SAN0021,1630
SAN0022,2073
SAN0023,1581
SAN0024,2735
SAN0025,1604
SAN0026,2701
SAN0027,1582
SAN0028,1082
SAN0029,1564
SAN0030,573
SAN0031,855
SAN0032,682
SAN0033,1561
SAN0034,4158
SAN0035,2087
SAN0036,185
SAN0037,457
SAN0038,204
SAN0039,422
SAN0040,189
SAN0041,729
SAR0101,14
SAR0103,1925
SAR0105,3045
SAR0106,2424
SAR0107,612
SAR0109,1095
SAR0111,191
SAR0113,602
SAR0115,3420
SAR0117,964
SAR0119,1429
SAR0121,2535
SAR0123,1712
SAR0125,2083
SAR0127,3708
SAR0129,708
SAR0131,500
SAR0133,2476
SAR0135,166
SAR0201,3376
SAR0203,853
SAR0205,309
SAR0207,549
SAR0209,3448
SAR0211,884
SAR0213,264
SAR0215,2227
SAR0217,564
SAR0219,2670
SAR0221,4411
SAR0223,723
SAR0225,453
SAR0227,1423
SAR0229,1974
SAR0231,4781
SAR0233,3352
SAR0301,419
SAR0303,10
SAR0305,2404
SAR0307,2045
SAR0309,1682
SAR0311,4525
SAR0313,6416
SAR0315,462
SAR0317,1514
SAR0319,409
SAR0321,2260
SAR0323,960
SAR0325,566
SAR0327,2404
SAR0329,1731
SAR0331,2809
SAR0333,244
SAR0335,1364
SAR0337,617
SAR0339,2210
SAR0341,535
SAR0401,88
SAR0403,125
SAR0405,2296
SAR0407,2555
SAR0409,2854
SAR0411,2499
SAR0413,3924
SAR0415,3502
SAR0417,4965
SAR0419,304
SAR0421,266
SAR0423,1972
SAR0425,1092
SAR0429,875
SAR0430,331
SAR0431,1028
SAR0433,588
SAR0435,641
SAR0437,525
SAR0501,408
SAR0502,1136
SAR0505,777
SAR0507,2048
SAR0509,1087
SAR0511,2216
SAR0513,710
SAR0515,855
SAR0517,1476
SAR0519,2112
SAR0521,931
SAR0523,1243
SAR0525,1091
SAR0527,3448
SAR0529,2684
SAR0531,602
SAR0533,1762
SAR0535,3912
SAR0537,3713
SAR0539,2192
SAR0541,2155
SAR0543,972
SAR0545,2661
SEM0001,809
SEM0002,341
SEM0003,1720
SEM0004,3222
SEM0005,3518
SEM0006,2318
SEM0007,793
SEM0008,982
SEM0009,914
SEM0010,1965
SEM0011,3027
SEM0012,906
SEM0013,2212
SEM0014,619
SEM0015,494
SEM0016,1374
SEM0017,363
SEM0018,776
SEM0019,1829
SEM0020,3811
SEM0021,1394
SEM0022,2350
SEM0023,120
SEM0024,2375
SEM0025,146
SEM0026,478
SEM0027,610
SEM0028,824
SEM0029,1470
SEM0030,822
SEM0031,1828
SEM0032,569
SEM0033,1404
SEM0034,3179
SEM0035,1285
SEM0036,3393
SEM0037,2339
SEM0038,468
SEM0039,2882
SEM0040,1046
SEM0041,2512
SEM0042,1148
SEM0043,3012
SEM0044,2560
SEM0045,704
SEM0046,1415
SEM0047,747
SEM0048,1568
SEM0049,1670
SEM0050,1685
SEM0051,816
SEM0052,643
SEM0053,2478
SEM0054,1767
SEM0055,1073
SEM0056,3429
SEM0057,679
SEM0058,1329
SEM0059,435
SEM0060,2123
SEM0061,1861
SEM0062,636
SEM0063,200
SEM0064,558
SEM0065,885
SEM0066,339
SEM0067,956
SEM0068,930
SEM0069,2419
SEM0070,1966
SEM0071,3016
SEM0072,619
SEM0073,1316
SEM0074,830
SEM0075,604
SEM0076,744
SEM0077,464
SEM0078,1423
SEM0079,1603
SEM0080,860
STJ0101,688
STJ0102,318
STJ0103,1040
STJ0104,473
STJ0105,2344
STJ0106,533
STJ0107,1525
STJ0108,412
STJ0109,1099
STJ0110,187
STJ0111,1345
STJ0201,792
STJ0202,702
STJ0203,2210
STJ0204,1486
STJ0205,1901
STJ0206,222
STJ0207,1734
STJ0208,712
STJ0209,2024
STJ0301,399
STJ0302,2502
STJ0303,961
STJ0304,1684
STJ0305,3129
STJ0306,654
STJ0307,2128
STJ0308,798
STJ0309,2924
STJ0401,2209
STJ0402,1951
STJ0403,927
STJ0404,675
STJ0405,753
STJ0406,1440
STJ0407,25
STJ0408,3230
STJ0409,138
STJ0410,1194
STJ0501,1424
STJ0502,3761
STJ0503,693
STJ0504,1697
STJ0505,1492
STJ0506,1086
STJ0507,1051
STJ0508,2957
STJ0509,2343
STL0001,3205
STL0006,1429
STL0007,1507
STL0008,991
STL0009,957
STL0010,213
STL0011,897
STL0012,2414
STL0013,2044
STL0014,1309
STL0015,2829
STL0016,3520
STL0017,1908
STL0018,1510
STL0019,1715
STL0020,501
STL0021,2311
STL0022,2096
STL0023,1949
STL0024,945
STL0025,2081
STL0026,1995
STL0028,825
STL0029,126
STL0031,1089
STL0033,223
STL0035,1028
STL0036,561
STL0037,2289
STL0038,1254
STL0039,1121
STL0040,1275
STL0041,2054
STL0042,2519
STL0043,3547
STL0045,967
STL0046,2106
STL0047,1717
STL0049,2760
STL0050,4191
STL0051,1508
STL0052,1175
STL0053,1866
STL0056,1976
STL0060,318
STL0063,129
STL0065,244
STL0066,551
STL0067,852
STL0068,1981
STL0071,3004
STL0073,3737
STL0074,1286
STL0075,1162
STL0082,1758
STL0083,4090
STL0084,1841
STL0085,5576
STL0086,694
STL0089,6246
STL0091,325
STL0092,27
STL0093,5
STL0094,3
SUM0101,1383
SUM0102,2085
SUM0103,1812
SUM0104,1237
SUM0105,2281
SUM0106,1036
SUM0107,982
SUM0108,1111
SUM0109,1324
SUM0110,995
SUM0111,2980
SUM0112,2329
SUM0113,366
SUM0114,2400
SUM0115,2050
SUM0117,4426
SUM0118,1221
SUM0119,506
SUM0120,2711
SUM0121,609
SUM0123,1309
SUM0125,1149
SUM0127,1500
SUM0128,1187
SUM0129,3864
SUM0130,2074
SUW0001,1168
SUW0002,611
SUW0003,474
SUW0004,415
SUW0005,613
SUW0006,723
SUW0007,473
SUW0008,260
SUW0009,922
SUW0010,590
SUW0011,908
SUW0012,857
SUW0013,1069
SUW0014,281
SUW0015,431
SUW0016,723
TAY0001,520
TAY0002,347
TAY0003,745
TAY0004,82
TAY0005,1482
TAY0006,188
TAY0007,592
TAY0008,361
TAY0009,208
TAY0010,147
TAY0011,216
TAY0012,648
TAY0013,533
TAY0014,473
UNI003C,26
UNI004B,560
UNI005B,143
UNI1A1B,425
UNI2A2B,385
UNI3A3B,786
UNI4A4C,216
UNI5A5C,267
VOL0101,555
VOL0105,147
VOL0107,900
VOL0201,921
VOL0202,1770
VOL0203,44
VOL0204,324
VOL0205,999
VOL0206,506
VOL0207,365
VOL0208,2072
VOL0212,1178
VOL0215,1670
VOL0216,2019
VOL0217,1662
VOL0218,1629
VOL0220,155
VOL0222,1381
VOL0223,13
VOL0224,700
VOL0301,1387
VOL0303,1138
VOL0304,814
VOL0305,1785
VOL0306,1954
VOL0307,1382
VOL0308,819
VOL0309,2113
VOL0401,2161
VOL0403,1433
VOL0404,290
VOL0405,925
VOL0406,2164
VOL0407,1865
VOL0410,1229
VOL0411,816
VOL0412,377
VOL0413,655
VOL0414,670
VOL0415,1035
VOL0416,1820
VOL0417,270
VOL0419,860
VOL0420,881
VOL0421,730
VOL0422,839
VOL0423,581
VOL0427,713
VOL0429,309
VOL0501,560
VOL0502,3885
VOL0503,254
VOL0504,1251
VOL0506,1114
VOL0508,668
VOL0509,148
VOL0510,1123
VOL0511,251
VOL0512,1045
VOL0515,765
VOL0516,1036
VOL0517,1574
VOL0519,850
VOL0521,1098
VOL0522,1441
VOL0523,1285
VOL0526,739
VOL0527,1018
VOL0528,1108
VOL0529,1488
VOL0530,823
VOL0532,938
VOL0602,4080
VOL0603,861
VOL0607,2775
VOL0614,1595
VOL0619,1003
VOL0620,240
VOL0621,611
VOL0622,623
VOL0623,2156
VOL0625,415
VOL0626,1055
VOL0628,2303
VOL0633,1922
VOL0638,1136
VOL0641,2364
VOL0701,2445
VOL0703,2026
VOL0705,361
VOL0706,115
VOL0709,2150
VOL0711,1546
VOL0712,642
VOL0714,1416
VOL0716,1068
VOL0717,809
VOL0718,1492
VOL0719,1129
VOL0720,624
VOL0722,1590
VOL0725,708
VOL0726,1341
VOL0728,1246
VOL0729,1105
VOL0732,1758
VOL0733,487
VOL0803,1132
VOL0804,1176
VOL0805,3026
VOL0807,93
VOL0808,2656
VOL0809,179
VOL0810,989
VOL0812,1812
VOL0813,1547
VOL0814,294
VOL0816,541
VOL0901,983
VOL0902,1583
VOL0903,1418
VOL0907,400
VOL0909,592
VOL0910,551
WAK0001,854
WAK0002,2357
WAK0003,781
WAK0004,182
WAK0005,227
WAK0006,528
WAK0007,1362
WAK0008,134
WAK0009,455
WAK0010,99
WAK0011,239
WAK0012,1096
WAL0110,740
WAL0120,459
WAL0130,1109
WAL0210,210
WAL0220,289
WAL0230,373
WAL0240,191
WAL0310,2901
WAL0320,1153
WAL0330,1043
WAL0340,487
WAL0350,302
WAL0360,374
WAL0410,722
WAL0420,279
WAL0430,3521
WAL0440,652
WAL0510,8358
WAL0520,6592
WAL0530,5014
WAL0540,3279
WAS0001,260
WAS0002,435
WAS0003,264
WAS0004,2047
WAS0005,567
WAS0006,172
WAS0007,363
WAS0008,506
WAS0009,404
WAS0011,239
WAS0012,842
WAS0015,569
